game_id,season,type,date_time,away_team_id,home_team_id,away_goals,home_goals,venue,venue_link
2012020263,20122013,Regular Season,2/24/13,52,1,2,2,Mercedes-Benz Stadium,/api/v1/venues/null
2013020419,20132014,Regular Season,12/5/13,8,1,3,3,Mercedes-Benz Stadium,/api/v1/venues/null
2012020605,20122013,Regular Season,4/12/13,9,1,2,0,Mercedes-Benz Stadium,/api/v1/venues/null
2013020886,20132014,Regular Season,2/28/14,29,1,2,3,Mercedes-Benz Stadium,/api/v1/venues/null
2013020913,20132014,Regular Season,3/2/14,28,1,2,2,Mercedes-Benz Stadium,/api/v1/venues/null
2014020173,20142015,Regular Season,11/5/14,19,1,1,0,Mercedes-Benz Stadium,/api/v1/venues/null
2014020464,20142015,Regular Season,12/18/14,9,1,2,0,Mercedes-Benz Stadium,/api/v1/venues/null
2014020878,20142015,Regular Season,2/22/15,12,1,1,3,Mercedes-Benz Stadium,/api/v1/venues/null
2014021133,20142015,Regular Season,3/29/15,24,1,2,1,Mercedes-Benz Stadium,/api/v1/venues/null
2014020905,20142015,Regular Season,2/26/15,20,1,3,1,Mercedes-Benz Stadium,/api/v1/venues/null
2014020768,20142015,Regular Season,2/7/15,10,1,1,2,Mercedes-Benz Stadium,/api/v1/venues/null
2014020483,20142015,Regular Season,12/21/14,15,1,2,0,Mercedes-Benz Stadium,/api/v1/venues/null
2014020396,20142015,Regular Season,12/7/14,15,1,2,1,Mercedes-Benz Stadium,/api/v1/venues/null
2014020584,20142015,Regular Season,1/7/15,7,1,1,2,Mercedes-Benz Stadium,/api/v1/venues/null
2014020745,20142015,Regular Season,2/4/15,9,1,1,2,Mercedes-Benz Stadium,/api/v1/venues/null
2014021083,20142015,Regular Season,3/23/15,26,1,3,1,Mercedes-Benz Stadium,/api/v1/venues/null
2014020608,20142015,Regular Season,1/10/15,2,1,3,2,Mercedes-Benz Stadium,/api/v1/venues/null
2014020338,20142015,Regular Season,11/29/14,17,1,2,2,Mercedes-Benz Stadium,/api/v1/venues/null
2014020474,20142015,Regular Season,12/20/14,14,1,2,2,Mercedes-Benz Stadium,/api/v1/venues/null
2014020722,20142015,Regular Season,1/31/15,5,1,2,1,Mercedes-Benz Stadium,/api/v1/venues/null
2014020981,20142015,Regular Season,3/8/15,4,1,2,3,Mercedes-Benz Stadium,/api/v1/venues/null
2014020731,20142015,Regular Season,2/1/15,13,1,1,3,Mercedes-Benz Stadium,/api/v1/venues/null
2014020792,20142015,Regular Season,2/10/15,22,1,2,1,Mercedes-Benz Stadium,/api/v1/venues/null
2014020917,20142015,Regular Season,2/28/15,6,1,3,2,Mercedes-Benz Stadium,/api/v1/venues/null
2015020869,20152016,Regular Season,2/20/16,2,1,1,0,Mercedes-Benz Stadium,/api/v1/venues/null
2017020161,20172018,Regular Season,10/28/17,53,1,3,2,Mercedes-Benz Stadium,/api/v1/venues/null
2017020019,20172018,Regular Season,10/7/17,21,1,1,2,Mercedes-Benz Stadium,/api/v1/venues/null
2017021157,20172018,Regular Season,3/24/18,14,1,1,2,Mercedes-Benz Stadium,/api/v1/venues/null
2016020586,20162017,Regular Season,1/7/17,10,1,2,2,Mercedes-Benz Stadium,/api/v1/venues/null
2017020254,20172018,Regular Season,11/12/17,13,1,1,2,Mercedes-Benz Stadium,/api/v1/venues/null
2015020252,20152016,Regular Season,11/15/15,5,1,0,2,Mercedes-Benz Stadium,/api/v1/venues/null
2016020905,20162017,Regular Season,2/25/17,3,1,2,3,Mercedes-Benz Stadium,/api/v1/venues/null
2015021203,20152016,Regular Season,4/7/16,14,1,2,2,Mercedes-Benz Stadium,/api/v1/venues/null
2016020963,20162017,Regular Season,3/5/17,29,1,3,0,Mercedes-Benz Stadium,/api/v1/venues/null
2015020573,20152016,Regular Season,1/3/16,25,1,2,3,Mercedes-Benz Stadium,/api/v1/venues/null
2015020583,20152016,Regular Season,1/5/16,17,1,1,0,Mercedes-Benz Stadium,/api/v1/venues/null
2013020534,20132014,Regular Season,12/21/13,24,1,3,2,Mercedes-Benz Stadium,/api/v1/venues/null
2013021157,20132014,Regular Season,4/4/14,15,1,1,2,Mercedes-Benz Stadium,/api/v1/venues/null
2012020219,20122013,Regular Season,2/18/13,9,1,1,1,Mercedes-Benz Stadium,/api/v1/venues/null
2013021068,20132014,Regular Season,3/23/14,10,1,2,3,Mercedes-Benz Stadium,/api/v1/venues/null
2013020925,20132014,Regular Season,3/5/14,17,1,3,2,Mercedes-Benz Stadium,/api/v1/venues/null
2012020591,20122013,Regular Season,4/10/13,6,1,3,2,Mercedes-Benz Stadium,/api/v1/venues/null
2012020094,20122013,Regular Season,2/1/13,2,1,3,2,Mercedes-Benz Stadium,/api/v1/venues/null
2013020599,20132014,Regular Season,12/31/13,5,1,1,2,Mercedes-Benz Stadium,/api/v1/venues/null
2013020016,20132014,Regular Season,10/4/13,2,1,3,3,Mercedes-Benz Stadium,/api/v1/venues/null
2013020677,20132014,Regular Season,1/12/14,13,1,1,2,Mercedes-Benz Stadium,/api/v1/venues/null
2013020492,20132014,Regular Season,12/15/13,14,1,0,3,Mercedes-Benz Stadium,/api/v1/venues/null
2013020649,20132014,Regular Season,1/8/14,4,1,3,2,Mercedes-Benz Stadium,/api/v1/venues/null
2013020622,20132014,Regular Season,1/4/14,16,1,3,3,Mercedes-Benz Stadium,/api/v1/venues/null
2012020522,20122013,Regular Season,4/1/13,2,1,3,1,Mercedes-Benz Stadium,/api/v1/venues/null
2012020155,20122013,Regular Season,2/9/13,5,1,1,3,Mercedes-Benz Stadium,/api/v1/venues/null
2013020957,20132014,Regular Season,3/9/14,12,1,2,3,Mercedes-Benz Stadium,/api/v1/venues/null
2013021093,20132014,Regular Season,3/27/14,27,1,2,2,Mercedes-Benz Stadium,/api/v1/venues/null
2012020563,20122013,Regular Season,4/6/13,10,1,2,1,Mercedes-Benz Stadium,/api/v1/venues/null
2012020052,20122013,Regular Season,1/26/13,15,1,2,3,Mercedes-Benz Stadium,/api/v1/venues/null
2013020366,20132014,Regular Season,11/28/13,12,1,2,3,Mercedes-Benz Stadium,/api/v1/venues/null
2013020256,20132014,Regular Season,11/11/13,18,1,0,3,Mercedes-Benz Stadium,/api/v1/venues/null
2013020569,20132014,Regular Season,12/28/13,29,1,1,1,Mercedes-Benz Stadium,/api/v1/venues/null
2013020296,20132014,Regular Season,11/17/13,5,1,1,2,Mercedes-Benz Stadium,/api/v1/venues/null
2012020368,20122013,Regular Season,3/10/13,52,1,2,2,Mercedes-Benz Stadium,/api/v1/venues/null
2013021177,20132014,Regular Season,4/7/14,20,1,1,0,Mercedes-Benz Stadium,/api/v1/venues/null
2012020340,20122013,Regular Season,3/8/13,7,1,2,2,Mercedes-Benz Stadium,/api/v1/venues/null
2013021126,20132014,Regular Season,3/31/14,13,1,3,4,Mercedes-Benz Stadium,/api/v1/venues/null
2013020769,20132014,Regular Season,1/25/14,15,1,1,2,Mercedes-Benz Stadium,/api/v1/venues/null
2012020030,20122013,Regular Season,1/23/13,4,1,0,3,Mercedes-Benz Stadium,/api/v1/venues/null
2012020389,20122013,Regular Season,3/13/13,4,1,2,3,Mercedes-Benz Stadium,/api/v1/venues/null
2013020784,20132014,Regular Season,1/26/14,3,1,5,3,Mercedes-Benz Stadium,/api/v1/venues/null
2013020867,20132014,Regular Season,2/8/14,22,1,1,2,Mercedes-Benz Stadium,/api/v1/venues/null
2013020840,20132014,Regular Season,2/4/14,21,1,2,1,Mercedes-Benz Stadium,/api/v1/venues/null
2012020429,20122013,Regular Season,3/19/13,3,1,3,2,Mercedes-Benz Stadium,/api/v1/venues/null
2012020198,20122013,Regular Season,2/16/13,4,1,3,3,Mercedes-Benz Stadium,/api/v1/venues/null
2012020660,20122013,Regular Season,4/20/13,13,1,2,4,Mercedes-Benz Stadium,/api/v1/venues/null
2013021221,20132014,Regular Season,4/13/14,6,1,2,3,Mercedes-Benz Stadium,/api/v1/venues/null
2013020747,20132014,Regular Season,1/22/14,19,1,1,5,Mercedes-Benz Stadium,/api/v1/venues/null
2013020140,20132014,Regular Season,10/24/13,23,1,2,2,Mercedes-Benz Stadium,/api/v1/venues/null
2013020432,20132014,Regular Season,12/7/13,17,1,3,1,Mercedes-Benz Stadium,/api/v1/venues/null
2013021208,20132014,Regular Season,4/11/14,2,1,2,2,Mercedes-Benz Stadium,/api/v1/venues/null
2014020964,20142015,Regular Season,3/7/15,29,1,3,2,Mercedes-Benz Stadium,/api/v1/venues/null
2014020139,20142015,Regular Season,10/30/14,52,1,1,1,Mercedes-Benz Stadium,/api/v1/venues/null
2014020080,20142015,Regular Season,10/21/14,3,1,2,3,Mercedes-Benz Stadium,/api/v1/venues/null
2014020410,20142015,Regular Season,12/10/14,16,1,2,2,Mercedes-Benz Stadium,/api/v1/venues/null
2014021042,20142015,Regular Season,3/17/15,5,1,0,2,Mercedes-Benz Stadium,/api/v1/venues/null
2014020530,20142015,Regular Season,12/30/14,5,1,1,3,Mercedes-Benz Stadium,/api/v1/venues/null
2014020892,20142015,Regular Season,2/24/15,53,1,0,3,Mercedes-Benz Stadium,/api/v1/venues/null
2014020504,20142015,Regular Season,12/24/14,12,1,1,1,Mercedes-Benz Stadium,/api/v1/venues/null
2014020067,20142015,Regular Season,10/18/14,28,1,2,2,Mercedes-Benz Stadium,/api/v1/venues/null
2014020942,20142015,Regular Season,3/4/15,18,1,1,3,Mercedes-Benz Stadium,/api/v1/venues/null
2014020559,20142015,Regular Season,1/3/15,8,1,2,2,Mercedes-Benz Stadium,/api/v1/venues/null
2014020867,20142015,Regular Season,2/21/15,23,1,2,2,Mercedes-Benz Stadium,/api/v1/venues/null
2014020254,20142015,Regular Season,11/16/14,21,1,3,2,Mercedes-Benz Stadium,/api/v1/venues/null
2014020568,20142015,Regular Season,1/4/15,4,1,2,3,Mercedes-Benz Stadium,/api/v1/venues/null
2014020220,20142015,Regular Season,11/12/14,30,1,1,3,Mercedes-Benz Stadium,/api/v1/venues/null
2014020157,20142015,Regular Season,11/1/14,29,1,2,3,Mercedes-Benz Stadium,/api/v1/venues/null
2014021190,20142015,Regular Season,4/7/15,3,1,2,2,Mercedes-Benz Stadium,/api/v1/venues/null
2014020101,20142015,Regular Season,10/24/14,25,1,2,2,Mercedes-Benz Stadium,/api/v1/venues/null
2016020609,20162017,Regular Season,1/10/17,13,1,3,0,Mercedes-Benz Stadium,/api/v1/venues/null
2016020183,20162017,Regular Season,11/9/16,12,1,2,2,Mercedes-Benz Stadium,/api/v1/venues/null
2017020778,20172018,Regular Season,2/2/18,4,1,3,2,Mercedes-Benz Stadium,/api/v1/venues/null
2016020715,20162017,Regular Season,1/25/17,26,1,3,1,Mercedes-Benz Stadium,/api/v1/venues/null
2015020359,20152016,Regular Season,12/2/15,21,1,2,1,Mercedes-Benz Stadium,/api/v1/venues/null
2017021210,20172018,Regular Season,3/31/18,2,1,3,2,Mercedes-Benz Stadium,/api/v1/venues/null
2016020597,20162017,Regular Season,1/8/17,22,1,2,1,Mercedes-Benz Stadium,/api/v1/venues/null
2016021195,20162017,Regular Season,4/6/17,5,1,5,2,Mercedes-Benz Stadium,/api/v1/venues/null
2015020608,20152016,Regular Season,1/9/16,6,1,2,1,Mercedes-Benz Stadium,/api/v1/venues/null
2015020836,20152016,Regular Season,2/14/16,26,1,0,1,Mercedes-Benz Stadium,/api/v1/venues/null
2015021079,20152016,Regular Season,3/20/16,29,1,1,2,Mercedes-Benz Stadium,/api/v1/venues/null
2016020729,20162017,Regular Season,1/27/17,15,1,3,2,Mercedes-Benz Stadium,/api/v1/venues/null
2017020727,20172018,Regular Season,1/23/18,17,1,3,0,Mercedes-Benz Stadium,/api/v1/venues/null
2016021077,20162017,Regular Season,3/21/17,3,1,2,3,Mercedes-Benz Stadium,/api/v1/venues/null
2016021063,20162017,Regular Season,3/19/17,29,1,2,1,Mercedes-Benz Stadium,/api/v1/venues/null
2017021192,20172018,Regular Season,3/29/18,5,1,2,3,Mercedes-Benz Stadium,/api/v1/venues/null
2017020322,20172018,Regular Season,11/23/17,6,1,2,2,Mercedes-Benz Stadium,/api/v1/venues/null
2015020486,20152016,Regular Season,12/20/15,24,1,2,1,Mercedes-Benz Stadium,/api/v1/venues/null
2016020828,20162017,Regular Season,2/12/17,28,1,2,1,Mercedes-Benz Stadium,/api/v1/venues/null
2016021118,20162017,Regular Season,3/26/17,25,1,2,1,Mercedes-Benz Stadium,/api/v1/venues/null
2016020407,20162017,Regular Season,12/10/16,19,1,2,1,Mercedes-Benz Stadium,/api/v1/venues/null
2016020069,20162017,Regular Season,10/22/16,30,1,1,2,Mercedes-Benz Stadium,/api/v1/venues/null
2015020336,20152016,Regular Season,11/28/15,8,1,2,2,Mercedes-Benz Stadium,/api/v1/venues/null
2016020116,20162017,Regular Season,10/29/16,14,1,1,3,Mercedes-Benz Stadium,/api/v1/venues/null
2016020383,20162017,Regular Season,12/7/16,23,1,2,3,Mercedes-Benz Stadium,/api/v1/venues/null
2017020919,20172018,Regular Season,2/21/18,29,1,2,1,Mercedes-Benz Stadium,/api/v1/venues/null
2016020862,20162017,Regular Season,2/19/17,2,1,2,3,Mercedes-Benz Stadium,/api/v1/venues/null
2015020125,20152016,Regular Season,10/27/15,29,1,3,1,Mercedes-Benz Stadium,/api/v1/venues/null
2015020543,20152016,Regular Season,12/30/15,12,1,2,3,Mercedes-Benz Stadium,/api/v1/venues/null
2017020492,20172018,Regular Season,12/16/17,25,1,2,3,Mercedes-Benz Stadium,/api/v1/venues/null
2015020212,20152016,Regular Season,11/8/15,23,1,3,2,Mercedes-Benz Stadium,/api/v1/venues/null
2017021021,20172018,Regular Season,3/7/18,8,1,2,4,Mercedes-Benz Stadium,/api/v1/venues/null
2017020150,20172018,Regular Season,10/27/17,9,1,2,2,Mercedes-Benz Stadium,/api/v1/venues/null
2016020215,20162017,Regular Season,11/13/16,7,1,2,2,Mercedes-Benz Stadium,/api/v1/venues/null
2015021140,20152016,Regular Season,3/29/16,6,1,1,2,Mercedes-Benz Stadium,/api/v1/venues/null
2015020195,20152016,Regular Season,11/7/15,16,1,2,2,Mercedes-Benz Stadium,/api/v1/venues/null
2017021033,20172018,Regular Season,3/9/18,52,1,3,2,Mercedes-Benz Stadium,/api/v1/venues/null
2015021189,20152016,Regular Season,4/5/16,7,1,3,1,Mercedes-Benz Stadium,/api/v1/venues/null
2015020216,20152016,Regular Season,11/11/15,19,1,2,0,Mercedes-Benz Stadium,/api/v1/venues/null
2016020836,20162017,Regular Season,2/15/17,21,1,2,3,Mercedes-Benz Stadium,/api/v1/venues/null
2015020796,20152016,Regular Season,2/10/16,22,1,1,2,Mercedes-Benz Stadium,/api/v1/venues/null
2017020857,20172018,Regular Season,2/12/18,6,1,3,3,Mercedes-Benz Stadium,/api/v1/venues/null
2016020037,20162017,Regular Season,10/18/16,24,1,1,2,Mercedes-Benz Stadium,/api/v1/venues/null
2017020879,20172018,Regular Season,2/16/18,12,1,2,3,Mercedes-Benz Stadium,/api/v1/venues/null
2017020467,20172018,Regular Season,12/13/17,26,1,1,3,Mercedes-Benz Stadium,/api/v1/venues/null
2017020746,20172018,Regular Season,1/26/18,18,1,3,0,Mercedes-Benz Stadium,/api/v1/venues/null
2016020517,20162017,Regular Season,12/28/16,5,1,3,2,Mercedes-Benz Stadium,/api/v1/venues/null
2017020827,20172018,Regular Season,2/9/18,20,1,3,2,Mercedes-Benz Stadium,/api/v1/venues/null
2015020694,20152016,Regular Season,1/22/16,9,1,3,4,Mercedes-Benz Stadium,/api/v1/venues/null
2016020482,20162017,Regular Season,12/21/16,18,1,3,1,Mercedes-Benz Stadium,/api/v1/venues/null
2015020916,20152016,Regular Season,2/27/16,14,1,2,0,Mercedes-Benz Stadium,/api/v1/venues/null
2017021241,20172018,Regular Season,4/5/18,10,1,1,2,Mercedes-Benz Stadium,/api/v1/venues/null
2017020081,20172018,Regular Season,10/17/17,14,1,2,2,Mercedes-Benz Stadium,/api/v1/venues/null
2016021180,20162017,Regular Season,4/4/17,4,1,0,1,Mercedes-Benz Stadium,/api/v1/venues/null
2016020084,20162017,Regular Season,10/25/16,53,1,3,3,Mercedes-Benz Stadium,/api/v1/venues/null
2017021229,20172018,Regular Season,4/3/18,3,1,2,3,Mercedes-Benz Stadium,/api/v1/venues/null
2016020882,20162017,Regular Season,2/22/17,9,1,2,1,Mercedes-Benz Stadium,/api/v1/venues/null
2016020919,20162017,Regular Season,2/28/17,8,1,2,3,Mercedes-Benz Stadium,/api/v1/venues/null
2015020012,20152016,Regular Season,10/9/15,52,1,3,1,Mercedes-Benz Stadium,/api/v1/venues/null
2015020467,20152016,Regular Season,12/18/15,13,1,3,1,Mercedes-Benz Stadium,/api/v1/venues/null
2016021210,20162017,Regular Season,4/8/17,2,1,2,2,Mercedes-Benz Stadium,/api/v1/venues/null
2017020235,20172018,Regular Season,11/10/17,22,1,3,2,Mercedes-Benz Stadium,/api/v1/venues/null
2017020797,20172018,Regular Season,2/4/18,5,1,1,3,Mercedes-Benz Stadium,/api/v1/venues/null
2016020549,20162017,Regular Season,12/31/16,15,1,4,2,Mercedes-Benz Stadium,/api/v1/venues/null
2016020563,20162017,Regular Season,1/3/17,6,1,0,3,Mercedes-Benz Stadium,/api/v1/venues/null
2017020340,20172018,Regular Season,11/25/17,23,1,2,3,Mercedes-Benz Stadium,/api/v1/venues/null
2015020893,20152016,Regular Season,2/24/16,3,1,2,3,Mercedes-Benz Stadium,/api/v1/venues/null
2015020400,20152016,Regular Season,12/7/15,13,1,2,2,Mercedes-Benz Stadium,/api/v1/venues/null
2016020496,20162017,Regular Season,12/23/16,4,1,0,2,Mercedes-Benz Stadium,/api/v1/venues/null
2015020775,20152016,Regular Season,2/6/16,15,1,2,2,Mercedes-Benz Stadium,/api/v1/venues/null
2017021011,20172018,Regular Season,3/4/18,54,1,3,2,Mercedes-Benz Stadium,/api/v1/venues/null
2016020688,20162017,Regular Season,1/21/17,8,1,3,1,Mercedes-Benz Stadium,/api/v1/venues/null
2017020576,20172018,Regular Season,12/30/17,7,1,2,3,Mercedes-Benz Stadium,/api/v1/venues/null
2015020745,20152016,Regular Season,2/3/16,3,1,2,3,Mercedes-Benz Stadium,/api/v1/venues/null
2017020105,20172018,Regular Season,10/20/17,28,1,3,0,Mercedes-Benz Stadium,/api/v1/venues/null
2015020318,20152016,Regular Season,11/26/15,29,1,2,1,Mercedes-Benz Stadium,/api/v1/venues/null
2016021024,20162017,Regular Season,3/28/17,52,1,3,3,Mercedes-Benz Stadium,/api/v1/venues/null
2017021177,20172018,Regular Season,3/27/18,12,1,3,2,Mercedes-Benz Stadium,/api/v1/venues/null
2015021222,20152016,Regular Season,4/9/16,10,1,1,3,Mercedes-Benz Stadium,/api/v1/venues/null
2015020154,20152016,Regular Season,10/31/15,2,1,2,2,Mercedes-Benz Stadium,/api/v1/venues/null
2017020547,20172018,Regular Season,12/24/17,16,1,1,2,Mercedes-Benz Stadium,/api/v1/venues/null
2017020695,20172018,Regular Season,1/19/18,15,1,3,2,Mercedes-Benz Stadium,/api/v1/venues/null
2017020673,20172018,Regular Season,1/14/18,4,1,3,3,Mercedes-Benz Stadium,/api/v1/venues/null
2015021053,20152016,Regular Season,3/17/16,30,1,2,5,Mercedes-Benz Stadium,/api/v1/venues/null
2015020058,20152016,Regular Season,10/16/15,28,1,1,1,Mercedes-Benz Stadium,/api/v1/venues/null
2016021037,20162017,Regular Season,3/16/17,4,1,2,4,Mercedes-Benz Stadium,/api/v1/venues/null
2017020439,20172018,Regular Season,12/9/17,29,1,3,3,Mercedes-Benz Stadium,/api/v1/venues/null
2015020847,20152016,Regular Season,2/17/16,4,1,4,3,Mercedes-Benz Stadium,/api/v1/venues/null
2017020224,20172018,Regular Season,11/8/17,19,1,3,1,Mercedes-Benz Stadium,/api/v1/venues/null
2015020428,20152016,Regular Season,12/12/15,17,1,2,3,Mercedes-Benz Stadium,/api/v1/venues/null
2016020848,20162017,Regular Season,2/17/17,9,1,3,0,Mercedes-Benz Stadium,/api/v1/venues/null
2015020081,20152016,Regular Season,10/20/15,53,1,2,3,Mercedes-Benz Stadium,/api/v1/venues/null
2016020769,20162017,Regular Season,2/4/17,20,1,2,3,Mercedes-Benz Stadium,/api/v1/venues/null
2017020931,20172018,Regular Season,2/23/18,30,1,2,2,Mercedes-Benz Stadium,/api/v1/venues/null
2016021110,20162017,Regular Season,3/25/17,12,1,3,1,Mercedes-Benz Stadium,/api/v1/venues/null
2016020787,20162017,Regular Season,2/7/17,7,1,1,2,Mercedes-Benz Stadium,/api/v1/venues/null
2015020037,20152016,Regular Season,10/13/15,18,1,3,1,Mercedes-Benz Stadium,/api/v1/venues/null
2015021112,20152016,Regular Season,3/25/16,15,1,1,0,Mercedes-Benz Stadium,/api/v1/venues/null
2016020289,20162017,Regular Season,11/24/16,10,1,2,2,Mercedes-Benz Stadium,/api/v1/venues/null
2015020945,20152016,Regular Season,3/2/16,12,1,3,1,Mercedes-Benz Stadium,/api/v1/venues/null
2017020512,20172018,Regular Season,12/19/17,24,1,3,3,Mercedes-Benz Stadium,/api/v1/venues/null
2015020382,20152016,Regular Season,12/5/15,4,1,2,3,Mercedes-Benz Stadium,/api/v1/venues/null
2017020362,20172018,Regular Season,11/28/17,13,1,3,2,Mercedes-Benz Stadium,/api/v1/venues/null
2016020310,20162017,Regular Season,11/26/16,17,1,3,2,Mercedes-Benz Stadium,/api/v1/venues/null
2017020559,20172018,Regular Season,12/28/17,17,1,1,3,Mercedes-Benz Stadium,/api/v1/venues/null
2015020682,20152016,Regular Season,1/20/16,20,1,2,2,Mercedes-Benz Stadium,/api/v1/venues/null
2017020530,20172018,Regular Season,12/22/17,3,1,3,3,Mercedes-Benz Stadium,/api/v1/venues/null
2012030113,20122013,Postseason,5/5/13,5,2,3,2,Centruy Link Field,/api/v1/venues/null
2012030114,20122013,Postseason,5/7/13,5,2,2,4,Centruy Link Field,/api/v1/venues/null
2012030116,20122013,Postseason,5/11/13,5,2,2,3,Centruy Link Field,/api/v1/venues/null
2015030113,20152016,Postseason,4/18/16,13,2,3,2,Centruy Link Field,/api/v1/venues/null
2015030114,20152016,Postseason,4/21/16,13,2,2,1,Centruy Link Field,/api/v1/venues/null
2015030116,20152016,Postseason,4/24/16,13,2,1,2,Centruy Link Field,/api/v1/venues/null
2014030143,20142015,Postseason,4/19/15,15,2,1,2,Centruy Link Field,/api/v1/venues/null
2014030144,20142015,Postseason,4/21/15,15,2,2,1,Centruy Link Field,/api/v1/venues/null
2014030146,20142015,Postseason,4/25/15,15,2,1,3,Centruy Link Field,/api/v1/venues/null
2012020122,20122013,Regular Season,2/3/13,1,2,3,0,Centruy Link Field,/api/v1/venues/null
2013020411,20132014,Regular Season,12/4/13,5,2,3,2,Centruy Link Field,/api/v1/venues/null
2013020580,20132014,Regular Season,12/29/13,1,2,2,1,Centruy Link Field,/api/v1/venues/null
2012020632,20122013,Regular Season,4/16/13,13,2,2,3,Centruy Link Field,/api/v1/venues/null
2013020887,20132014,Regular Season,2/28/14,10,2,2,3,Centruy Link Field,/api/v1/venues/null
2013020763,20132014,Regular Season,1/24/14,5,2,4,2,Centruy Link Field,/api/v1/venues/null
2012020161,20122013,Regular Season,2/10/13,7,2,3,2,Centruy Link Field,/api/v1/venues/null
2013020038,20132014,Regular Season,10/8/13,27,2,1,4,Centruy Link Field,/api/v1/venues/null
2013021027,20132014,Regular Season,3/18/14,30,2,4,0,Centruy Link Field,/api/v1/venues/null
2014020451,20142015,Regular Season,12/16/14,1,2,2,2,Centruy Link Field,/api/v1/venues/null
2014020799,20142015,Regular Season,2/11/15,22,2,2,3,Centruy Link Field,/api/v1/venues/null
2014020439,20142015,Regular Season,12/14/14,16,2,2,3,Centruy Link Field,/api/v1/venues/null
2016020716,20162017,Regular Season,1/25/17,29,2,2,2,Centruy Link Field,/api/v1/venues/null
2017020214,20172018,Regular Season,11/5/17,21,2,2,4,Centruy Link Field,/api/v1/venues/null
2015020646,20152016,Regular Season,1/15/16,3,2,1,3,Centruy Link Field,/api/v1/venues/null
2017020020,20172018,Regular Season,10/7/17,7,2,3,4,Centruy Link Field,/api/v1/venues/null
2015021099,20152016,Regular Season,3/23/16,9,2,1,3,Centruy Link Field,/api/v1/venues/null
2017020696,20172018,Regular Season,1/19/18,6,2,3,2,Centruy Link Field,/api/v1/venues/null
2015020528,20152016,Regular Season,12/27/15,10,2,3,1,Centruy Link Field,/api/v1/venues/null
2015030213,20152016,Postseason,5/3/16,14,2,3,2,Centruy Link Field,/api/v1/venues/null
